ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber
475,20031031,20031112,20031107,28035,1,19,6,SO56977,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031031,20031112,20031107,17486,1,100,1,SO56982,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031031,20031112,20031107,19744,1,100,4,SO57007,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031101,20031113,20031108,27401,1,19,6,SO57211,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031102,20031114,20031109,13963,1,6,9,SO57249,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031102,20031114,20031109,20306,1,100,4,SO57268,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031102,20031114,20031109,13549,1,100,7,SO57274,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031102,20031114,20031109,14343,1,100,1,SO57286,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031103,20031115,20031110,26158,1,6,9,SO57312,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031103,20031115,20031110,13344,1,100,1,SO57347,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031103,20031115,20031110,14387,1,19,6,SO57352,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031104,20031116,20031111,19136,1,100,1,SO57395,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031104,20031116,20031111,14134,1,6,9,SO57415,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031105,20031117,20031112,24236,1,100,1,SO57442,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031105,20031117,20031112,20139,1,100,4,SO57446,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031105,20031117,20031112,13305,1,100,1,SO57462,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031105,20031117,20031112,19130,1,100,4,SO57464,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031106,20031118,20031113,22403,1,6,9,SO57484,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031106,20031118,20031113,18676,1,100,1,SO57500,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031107,20031119,20031114,14213,1,6,9,SO57543,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031107,20031119,20031114,12803,1,98,10,SO57569,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031107,20031119,20031114,20672,1,100,4,SO57574,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031108,20031120,20031115,11502,1,19,6,SO57609,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031108,20031120,20031115,28495,1,100,7,SO57616,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031108,20031120,20031115,28495,1,100,7,SO57616,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031109,20031121,20031116,20369,1,100,1,SO57648,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031109,20031121,20031116,18877,1,100,4,SO57651,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031109,20031121,20031116,13216,1,100,4,SO57660,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
594,20031110,20031122,20031117,17790,1,98,10,SO57703,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
228,20031110,20031122,20031117,21446,1,19,6,SO57717,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031111,20031123,20031118,18599,1,100,1,SO57763,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031113,20031125,20031120,20478,1,19,6,SO57873,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031113,20031125,20031120,14334,1,100,1,SO57888,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031114,20031126,20031121,16643,1,19,6,SO57919,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031115,20031127,20031122,15847,1,19,6,SO57980,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031115,20031127,20031122,15847,1,19,6,SO57980,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031115,20031127,20031122,29124,1,19,6,SO57982,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031115,20031127,20031122,19934,1,100,8,SO57987,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031115,20031127,20031122,17050,1,6,9,SO58005,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031116,20031128,20031123,26669,1,6,9,SO58025,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031116,20031128,20031123,13642,1,6,9,SO58026,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031117,20031129,20031124,11330,1,19,6,SO58084,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031117,20031129,20031124,29071,1,19,6,SO58092,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031118,20031130,20031125,14229,1,6,9,SO58137,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031118,20031130,20031125,19655,1,100,4,SO58154,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031119,20031201,20031126,27520,1,6,9,SO58198,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031119,20031201,20031126,27653,1,19,6,SO58215,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031119,20031201,20031126,23614,1,98,10,SO58224,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031120,20031202,20031127,16593,1,98,10,SO58269,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031121,20031203,20031128,29162,1,100,1,SO58301,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031122,20031204,20031129,19702,1,100,4,SO58376,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031124,20031206,20031201,19224,1,19,6,SO58516,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
594,20031124,20031206,20031201,15993,1,19,6,SO58521,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
594,20031124,20031206,20031201,15890,1,100,4,SO58522,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
228,20031125,20031207,20031202,11707,1,100,4,SO58569,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031126,20031208,20031203,26665,1,6,9,SO58592,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031126,20031208,20031203,20384,1,100,4,SO58608,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031127,20031209,20031204,26592,1,6,9,SO58643,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031127,20031209,20031204,28767,1,19,6,SO58662,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031127,20031209,20031204,16834,1,19,6,SO58680,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
594,20031128,20031210,20031205,21822,1,98,10,SO58719,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
228,20031129,20031211,20031206,14508,1,100,4,SO58798,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031130,20031212,20031207,11804,1,100,1,SO58840,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031130,20031212,20031207,15748,1,19,6,SO58859,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031201,20031213,20031208,19894,1,100,1,SO59097,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031201,20031213,20031208,11796,1,100,4,SO59116,6,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031202,20031214,20031209,20114,1,100,1,SO59163,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031202,20031214,20031209,19856,1,100,4,SO59164,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031202,20031214,20031209,17036,1,19,6,SO59165,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031202,20031214,20031209,12508,1,98,10,SO59171,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031204,20031216,20031211,19153,1,100,4,SO59303,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031204,20031216,20031211,18628,1,100,7,SO59315,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031205,20031217,20031212,22574,1,6,9,SO59344,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031205,20031217,20031212,18936,1,100,4,SO59375,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
594,20031205,20031217,20031212,12240,1,6,9,SO59392,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
228,20031205,20031217,20031212,26947,1,98,10,SO59401,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031206,20031218,20031213,14223,1,6,9,SO59418,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031206,20031218,20031213,21044,1,98,10,SO59419,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031206,20031218,20031213,19243,1,100,4,SO59433,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031207,20031219,20031214,27351,1,6,9,SO59495,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031207,20031219,20031214,26670,1,6,9,SO59496,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031207,20031219,20031214,14052,1,6,9,SO59500,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031207,20031219,20031214,16053,1,98,10,SO59509,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031207,20031219,20031214,18837,1,100,4,SO59524,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031207,20031219,20031214,18924,1,100,4,SO59544,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031208,20031220,20031215,19776,1,100,4,SO59596,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031208,20031220,20031215,18975,1,100,4,SO59599,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031208,20031220,20031215,13171,1,100,4,SO59616,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031208,20031220,20031215,13657,1,100,1,SO59624,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031209,20031221,20031216,12655,1,100,7,SO59650,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031209,20031221,20031216,28332,1,19,6,SO59670,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031209,20031221,20031216,18683,1,100,4,SO59672,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031210,20031222,20031217,18689,1,100,1,SO59729,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031210,20031222,20031217,20124,1,100,4,SO59730,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031210,20031222,20031217,14839,1,98,10,SO59737,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031211,20031223,20031218,24687,1,100,1,SO59772,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031211,20031223,20031218,20307,1,100,4,SO59778,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031211,20031223,20031218,14835,1,100,8,SO59786,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031211,20031223,20031218,25569,1,100,7,SO59794,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031212,20031224,20031219,22264,1,19,6,SO59856,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
594,20031212,20031224,20031219,19708,1,100,4,SO59873,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
594,20031212,20031224,20031219,19542,1,100,1,SO59874,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
228,20031213,20031225,20031220,23930,1,98,10,SO59973,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031214,20031226,20031221,11262,1,19,6,SO59997,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031214,20031226,20031221,22107,1,19,6,SO60007,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031215,20031227,20031222,18992,1,100,4,SO60067,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031216,20031228,20031223,27347,1,6,9,SO60126,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031216,20031228,20031223,25183,1,100,1,SO60137,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
594,20031217,20031229,20031224,21848,1,98,10,SO60191,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
228,20031217,20031229,20031224,16371,1,100,4,SO60213,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031217,20031229,20031224,14364,1,100,4,SO60230,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031218,20031230,20031225,14291,1,19,6,SO60273,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031218,20031230,20031225,19825,1,100,4,SO60274,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031218,20031230,20031225,14417,1,100,1,SO60288,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031219,20031231,20031226,18983,1,100,4,SO60344,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031221,20040102,20031228,22169,1,6,9,SO60461,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031221,20040102,20031228,11128,1,100,1,SO60469,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031221,20040102,20031228,20763,1,100,1,SO60479,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031221,20040102,20031228,17213,1,98,10,SO60488,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031221,20040102,20031228,13468,1,100,1,SO60494,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031222,20040103,20031229,17619,1,19,6,SO60547,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031222,20040103,20031229,20190,1,100,1,SO60556,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031223,20040104,20031230,26434,1,6,9,SO60568,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031223,20040104,20031230,11519,1,19,6,SO60585,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031223,20040104,20031230,19800,1,100,4,SO60586,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031223,20040104,20031230,18844,1,100,1,SO60590,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031223,20040104,20031230,18772,1,100,4,SO60591,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
594,20031224,20040105,20031231,19657,1,100,1,SO60679,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
228,20031224,20040105,20031231,22294,1,100,4,SO60693,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031225,20040106,20040101,11814,1,100,1,SO60700,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031225,20040106,20040101,19805,1,100,4,SO60713,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031225,20040106,20040101,28545,1,100,7,SO60719,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031225,20040106,20040101,24543,1,100,7,SO60723,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
594,20031225,20040106,20040101,15893,1,100,1,SO60732,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
228,20031225,20040106,20040101,18626,1,100,8,SO60739,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031226,20040107,20040102,21317,1,100,4,SO60787,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031228,20040109,20040104,27112,1,19,6,SO60907,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031228,20040109,20040104,15418,1,19,6,SO60909,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031228,20040109,20040104,11562,1,100,8,SO60924,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031228,20040109,20040104,26606,1,100,1,SO60940,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20031228,20040109,20040104,24030,1,98,10,SO60951,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20031229,20040110,20040105,15748,1,19,6,SO60981,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031230,20040111,20040106,19231,1,100,4,SO61056,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031231,20040112,20040107,13613,1,6,9,SO61106,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031231,20040112,20040107,19654,1,100,1,SO61129,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20031231,20040112,20040107,28546,1,100,7,SO61141,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20031231,20040112,20040107,28546,1,100,7,SO61141,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20040101,20040113,20040108,27148,1,6,9,SO61274,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
594,20040101,20040113,20040108,15050,1,100,8,SO61277,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
228,20040102,20040114,20040109,12563,1,98,10,SO61355,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20040103,20040115,20040110,20740,1,19,6,SO61401,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20040104,20040116,20040111,21071,1,98,10,SO61439,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20040104,20040116,20040111,14140,1,100,8,SO61440,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20040105,20040117,20040112,26143,1,6,9,SO61485,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20040105,20040117,20040112,21545,1,98,10,SO61488,3,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20040105,20040117,20040112,15637,1,100,7,SO61490,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20040105,20040117,20040112,20349,1,100,4,SO61505,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20040107,20040119,20040114,28342,1,19,6,SO61617,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20040107,20040119,20040114,19245,1,100,4,SO61618,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20040107,20040119,20040114,19245,1,100,4,SO61618,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20040107,20040119,20040114,25326,1,100,7,SO61624,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20040107,20040119,20040114,13193,1,100,4,SO61631,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20040108,20040120,20040115,14613,1,100,1,SO61711,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20040108,20040120,20040115,26991,1,100,8,SO61718,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20040109,20040121,20040116,18820,1,100,4,SO61746,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20040109,20040121,20040116,18542,1,100,1,SO61747,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20040109,20040121,20040116,13913,1,100,4,SO61756,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20040110,20040122,20040117,17077,1,6,9,SO61787,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20040110,20040122,20040117,21540,1,98,10,SO61793,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20040110,20040122,20040117,19688,1,100,4,SO61806,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20040110,20040122,20040117,18504,1,100,4,SO61811,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
594,20040110,20040122,20040117,19730,1,100,4,SO61836,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,null,null
475,20040111,20040123,20040118,18814,1,100,1,SO61878,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20040111,20040123,20040118,18673,1,100,4,SO61881,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20040111,20040123,20040118,15115,1,100,7,SO61884,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20040111,20040123,20040118,14636,1,100,1,SO61901,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20040111,20040123,20040118,13629,1,6,9,SO61912,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20040112,20040124,20040119,19324,1,100,7,SO61925,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20040112,20040124,20040119,24101,1,98,10,SO61967,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20040114,20040126,20040121,15085,1,100,7,SO62034,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
475,20040114,20040126,20040121,19715,1,100,4,SO62046,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
475,20040114,20040126,20040121,16910,1,19,6,SO62047,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,null,null
228,20040114,20040126,20040121,23266,1,100,1,SO62081,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20040115,20040127,20040122,22285,1,19,6,SO62114,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20040115,20040127,20040122,14590,1,100,4,SO62128,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
228,20040116,20040128,20040123,17873,1,100,8,SO62176,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,null,null
